drug.name,Genes,PPI,GO_BP,GO_CC,GO_MF,KEGG,Reactome,score
N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,1147,1704,1478,1307,1794,1867,1041,1476.85714285714
ORE-1001,1147,1012,1952,1530,1794,1867,1041,1477.57142857142
beta-D-glucose 6-phosphate,1147,1972,2240,1239,1794,913,1041,1478
Brivudine,534,1012,2240,1860,1794,1867,1041,1478.28571428571
Uridine triacetate,1147,1972,2101,1167,1056,1867,1041,1478.71428571428
Epothilone D,1147,1263,2240,1660,1547,1462,1041,1480
Vinorelbine,1147,1263,2240,1660,1547,1462,1041,1480
Ataluren,1147,1972,2105,445,1794,1867,1041,1481.57142857142
Apaziquone,1147,1972,1218,1343,1794,1867,1041,1483.14285714285
Beta-Hydroxyasparagine,1147,1972,1218,1343,1794,1867,1041,1483.14285714285
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",1147,1972,1218,1343,1794,1867,1041,1483.14285714285
Duroquinone,1147,1972,1218,1343,1794,1867,1041,1483.14285714285
Ramatroban,1147,1959,1320,1702,1794,1425,1041,1484
Dapsone,1147,1880,1088,1860,1780,1597,1041,1484.71428571428
Relcovaptan,534,1496,2048,1835,1715,1725,1041,1484.85714285714
Macitentan,1147,1446,1615,1628,1794,1725,1041,1485.14285714285
Lauryl Dimethylamine-N-Oxide,1147,1509,1714,1438,1694,1856,1041,1485.57142857142
Nitazoxanide,534,1091,2219,1860,1794,1867,1041,1486.57142857142
4-Oxosebacic Acid,1147,1972,732,1860,1794,1867,1041,1487.57142857142
5-Fluorolevulinic Acid,1147,1972,732,1860,1794,1867,1041,1487.57142857142
5-hydroxyvaleric acid,1147,1972,732,1860,1794,1867,1041,1487.57142857142
Porphobilinogen,1147,1972,732,1860,1794,1867,1041,1487.57142857142
Ranitidine,1147,1436,1600,1530,1794,1867,1041,1487.85714285714
Faldaprevir,1147,1972,1718,1860,817,1867,1041,1488.85714285714
Bendroflumethiazide,1147,1972,1577,1204,1640,1842,1041,1489
Phendimetrazine,1147,1858,1929,1860,1175,1425,1041,1490.71428571428
1-Hydroxyamine-2-Isobutylmalonic Acid,1147,1972,2240,779,1794,1867,639,1491.14285714285
2-Thiomethyl-3-Phenylpropanoic Acid,1147,1972,2240,779,1794,1867,639,1491.14285714285
3-AMINO-AZACYCLOTRIDECAN-2-ONE,1147,1972,2240,779,1794,1867,639,1491.14285714285
Glycinamid,1147,1972,2240,779,1794,1867,639,1491.14285714285
METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,1147,1972,2240,779,1794,1867,639,1491.14285714285
Citric Acid,1147,1972,1850,768,1794,1867,1041,1491.28571428571
"2-HYDROXY-3,5-DIIODOBENZOIC ACID",1147,1464,1587,1860,1794,1549,1041,1491.71428571428
Phenacetin,1147,1972,1367,1321,1794,1807,1041,1492.71428571428
4-(2-aminoethyl)-2-ethylphenol,1147,1377,2240,1122,1794,1732,1041,1493.28571428571
Metoprine,1147,1294,1651,1660,1794,1867,1041,1493.42857142857
Lasofoxifene,1147,848,2240,1860,1465,1867,1041,1495.42857142857
"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",1147,848,2240,1860,1465,1867,1041,1495.42857142857
PH-797804,1147,848,2240,1860,1465,1867,1041,1495.42857142857
Benzocaine,1147,1972,1407,1860,1175,1867,1041,1495.57142857142
Levobupivacaine,1147,1972,1407,1860,1175,1867,1041,1495.57142857142
"S-(2,4-dinitrophenyl)glutathione",1147,1296,2240,1860,1794,1092,1041,1495.71428571428
Reparixin,1147,1704,1725,1860,1794,1200,1041,1495.85714285714
Aluminum sulfate,1147,1443,1427,1860,1794,1769,1041,1497.28571428571
Bevirimat,1147,1443,1427,1860,1794,1769,1041,1497.28571428571
Kanamycin,1147,1443,1427,1860,1794,1769,1041,1497.28571428571
Sitaxentan,1147,1453,1679,1750,1566,1849,1041,1497.85714285714
Methimazole,1147,1697,1446,1787,1540,1829,1041,1498.14285714285
Neamine,1147,1972,1683,1660,1117,1867,1041,1498.14285714285
Uridine,696,1597,2099,1787,1663,1608,1041,1498.71428571428
Benserazide,1147,1972,1893,779,1794,1867,1041,1499
Carbidopa,1147,1972,1893,779,1794,1867,1041,1499
Platelet Activating Factor,1147,1501,1742,1860,1794,1408,1041,1499
Alverine,1147,1704,2109,1239,1794,1462,1041,1499.42857142857
Etoperidone,1147,1704,2109,1239,1794,1462,1041,1499.42857142857
MN-305,1147,1704,2109,1239,1794,1462,1041,1499.42857142857
Piclozotan,1147,1704,2109,1239,1794,1462,1041,1499.42857142857
Pizotifen,1147,1704,2109,1239,1794,1462,1041,1499.42857142857
Zolmitriptan,1147,1739,1523,1530,1677,1842,1041,1499.85714285714
Metiamide,1147,1436,1827,1660,1528,1867,1041,1500.85714285714
Sparfloxacin,1147,1972,2072,1820,590,1867,1041,1501.28571428571
Erythrityl Tetranitrate,1147,1972,2027,1406,1640,1280,1041,1501.85714285714
Nisoxetine,1147,1645,2240,779,1794,1867,1041,1501.85714285714
Allicin,1147,1972,1629,1860,1794,1071,1041,1502
Fexaramine,1147,1972,2083,1860,545,1867,1041,1502.14285714285
L-Tryptophan,1147,1942,1515,1843,1768,1262,1041,1502.57142857142
Selinexor,1147,1434,1929,1860,1794,1313,1041,1502.57142857142
Alfacalcidol,1147,1972,2027,687,1794,1867,1041,1505
Dihydrotachysterol,1147,1972,2027,687,1794,1867,1041,1505
Ergocalciferol,1147,1972,2027,687,1794,1867,1041,1505
Inecalcitol,1147,1972,2027,687,1794,1867,1041,1505
Clobetasol,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Cyclomethicone 5,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Eltanolone,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Idoxuridine,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Imipenem,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Indoprofen,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Nafcillin,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Phthalic Acid,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Rifaximin,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Secoisolariciresinol,1147,1972,1893,1860,767,1867,1041,1506.71428571428
SR12813,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Trimethobenzamide,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Vidarabine,1147,1972,1893,1860,767,1867,1041,1506.71428571428
Lopinavir,696,1091,2229,1860,1765,1867,1041,1507
Sulfinpyrazone,1147,1972,1699,1860,1019,1812,1041,1507.14285714285
D-Phenylalanine,1147,1412,1951,1860,1794,1354,1041,1508.42857142857
Levetiracetam,1147,1972,1971,768,1794,1867,1041,1508.57142857142
Intepirdine,1147,1412,2240,1307,1794,1623,1041,1509.14285714285
(R)-tacrine(10)-hupyridone,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
(S)-tacrine(10)-hupyridone,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
Ambenonium,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
beta-L-fucose,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
Huperzine A,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
Neostigmine,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
Propidium,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
TACRINE(8)-4-AMINOQUINOLINE,1147,1972,2198,1773,1082,1354,1041,1509.57142857142
Incadronic acid,1147,1091,2062,1660,1794,1790,1041,1512.14285714285
Ubenimex,1147,1091,1988,1660,1794,1867,1041,1512.57142857142
Alprostadil,534,1588,2033,1860,1794,1739,1041,1512.71428571428
Moclobemide,1147,844,2211,1860,1794,1817,918,1513
Cinoxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Clorobiocin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Fleroxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Gemifloxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Lomefloxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Nalidixic Acid,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Norfloxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Pefloxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Rosoxacin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Vosaroxin,1147,1972,2180,1860,527,1867,1041,1513.42857142857
Ceftriaxone,1147,1972,1227,1860,1663,1685,1041,1513.57142857142
dATP,1147,1246,1681,1860,1760,1867,1041,1514.57142857142
"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",1147,1972,1761,1860,1794,1030,1041,1515
Triphosphoric acid,1147,1972,1887,1098,1794,1667,1041,1515.14285714285
Ulimorelin,1147,1752,2198,1343,1794,1354,1041,1518.42857142857
Felbamate,1147,1089,1943,1830,1768,1813,1041,1518.71428571428
Conivaptan,1147,1504,1755,1702,1616,1867,1041,1518.85714285714
Irosustat,1147,1387,1736,1660,1794,1867,1041,1518.85714285714
Methsuximide,1147,1972,1508,1860,1794,1313,1041,1519.28571428571
Paramethadione,1147,1972,1508,1860,1794,1313,1041,1519.28571428571
Trimethadione,1147,1972,1508,1860,1794,1313,1041,1519.28571428571
4-Methylimidazole,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL4623,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL5927,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL6528,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL7089A,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL7099A,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
AL7182,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
Dansylamide,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
Ethinamate,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
Guaiacol,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
indane-5-sulfonamide,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
Sulthiame,1147,1972,1768,1057,1794,1867,1041,1520.85714285714
"3,6,9,12,15-PENTAOXATRICOSAN-1-OL",1147,1972,1860,1406,1359,1867,1041,1521.71428571428
Brequinar Analog,1147,1972,1860,1406,1359,1867,1041,1521.71428571428
Orotic Acid,1147,1972,1860,1406,1359,1867,1041,1521.71428571428
Salicylhydroxamic Acid,1147,1972,1860,1406,1359,1867,1041,1521.71428571428
"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",1147,1972,1860,1406,1359,1867,1041,1521.71428571428
D-Eritadenine,1147,1972,1493,1343,1794,1867,1041,1522.42857142857
Tetraethylammonium,1147,1972,1502,1438,1755,1810,1041,1523.57142857142
TT-232,1147,1704,1768,1860,1794,1354,1041,1524
Ifetroban,1147,1869,1508,1860,1794,1462,1041,1525.85714285714
Seratrodast,1147,1869,1508,1860,1794,1462,1041,1525.85714285714
Terbogrel,1147,1869,1508,1860,1794,1462,1041,1525.85714285714
gamma-Aminobutyric acid,1147,1739,2148,1264,1794,1549,1041,1526
Ornithine,1147,1858,1282,1773,1794,1790,1041,1526.42857142857
Asimadoline,1147,1704,1603,1530,1794,1867,1041,1526.57142857142
Salvinorin A,1147,1704,1603,1530,1794,1867,1041,1526.57142857142
Lacidipine,1147,1972,1963,1860,1794,913,1041,1527.14285714285
MK-1775,1147,1972,2033,1860,1465,1172,1041,1527.14285714285
Flunarizine,1147,1858,1460,1860,1794,1549,1041,1529.85714285714
Metolazone,1147,1972,1971,1860,852,1867,1041,1530
3-Hydroxy-3-Methyl-Glutaric Acid,1147,1972,1212,1860,1794,1685,1041,1530.14285714285
Thiabendazole,1147,1972,1699,1860,1146,1867,1041,1533.14285714285
Alpha-Aminoisobutyric Acid,1147,1856,1923,1860,1794,1122,1041,1534.71428571428
Anisindione,1147,1126,1914,1860,1794,1867,1041,1535.57142857142
Talampanel,1147,1579,2240,1387,1794,1568,1041,1536.57142857142
Dexloxiglumide,1147,1752,1303,1860,1794,1867,1041,1537.71428571428
GI-181771X,1147,1752,1303,1860,1794,1867,1041,1537.71428571428
Lintitript,1147,1752,1303,1860,1794,1867,1041,1537.71428571428
Glycine,1147,1597,1736,1860,1794,1602,1041,1539.57142857142
Dicloxacillin,1147,1972,1971,1860,922,1867,1041,1540
Diphemanil Methylsulfate,1147,1752,2240,1587,1406,1608,1041,1540.14285714285
Amyl Nitrite,1147,1972,2180,1406,1794,1280,1041,1545.71428571428
Ataciguat,1147,1972,2180,1406,1794,1280,1041,1545.71428571428
Isosorbide Dinitrate,1147,1972,2180,1406,1794,1280,1041,1545.71428571428
Sulfamethazine,1147,1972,2057,1860,877,1867,1041,1545.85714285714
Zolpidem,1147,1972,2240,768,1794,1867,1041,1547
Tofisopam,1147,1972,1749,1860,1640,1425,1041,1547.71428571428
Fumaric Acid,1147,1672,2240,1860,1794,1092,1041,1549.42857142857
Emicerfont,1147,1412,2240,1860,1794,1354,1041,1549.71428571428
para-Coumaric Acid,1147,1972,1167,1860,1794,1867,1041,1549.71428571428
Pexacerfont,1147,1412,2240,1860,1794,1354,1041,1549.71428571428
Telavancin,1147,1412,2240,1860,1794,1354,1041,1549.71428571428
Tolvaptan,1147,1504,2023,1860,1406,1867,1041,1549.71428571428
Verucerfont,1147,1412,2240,1860,1794,1354,1041,1549.71428571428
"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE",1147,1972,1979,1057,1794,1867,1041,1551
"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",1147,1972,1979,1057,1794,1867,1041,1551
BIA,1147,1972,1979,1057,1794,1867,1041,1551
Quizartinib,1147,1466,1683,1860,1794,1867,1041,1551.14285714285
Alosetron,1147,1972,2049,1002,1794,1867,1041,1553.14285714285
Palonosetron,1147,1972,2049,1002,1794,1867,1041,1553.14285714285
L-Proline,1147,1972,1321,1860,1794,1739,1041,1553.42857142857
Pidolic Acid,1147,1840,1889,1796,1295,1867,1041,1553.57142857142
4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid,1147,1955,2240,1587,1794,1122,1041,1555.14285714285
Resolvin E1,1147,1972,2240,1239,1794,1462,1041,1556.42857142857
Desmopressin,1147,1220,1971,1860,1794,1867,1041,1557.14285714285
Terlipressin,1147,1220,1971,1860,1794,1867,1041,1557.14285714285
Quinethazone,1147,1972,1824,1264,1794,1867,1041,1558.42857142857
(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,1147,1972,1800,1860,1794,1313,1041,1561
Acetic Acid Salicyloyl-Amino-Ester,1147,1972,1800,1860,1794,1313,1041,1561
Aminophenazone,1147,1972,1800,1860,1794,1313,1041,1561
Flurbiprofen Methyl Ester,1147,1972,1800,1860,1794,1313,1041,1561
O-acetyl-L-serine,1147,1972,1800,1860,1794,1313,1041,1561
Nelivaptan,1147,1752,2005,1860,1259,1867,1041,1561.57142857142
L-Leucine,1147,1972,1379,1860,1794,1739,1041,1561.71428571428
Diosmin,1147,1972,1254,1860,1794,1867,1041,1562.14285714285
Vancomycin,909,1224,2240,1860,1794,1867,1041,1562.14285714285
Dequalinium,1147,1972,2033,1860,1794,1092,1041,1562.71428571428
Quisqualate,1147,1869,2240,1660,1794,1201,1041,1564.57142857142
Isopropamide,1147,1945,2240,1587,1406,1608,1041,1567.71428571428
Betazole,1147,1412,1860,1860,1794,1867,1041,1568.71428571428
Roxatidine acetate,1147,1412,1860,1860,1794,1867,1041,1568.71428571428
Alpha-Methylisocitric Acid,1147,1972,1963,1307,1794,1769,1041,1570.42857142857
Tricarballylic Acid,1147,1972,1963,1307,1794,1769,1041,1570.42857142857
Guvacine,1147,1972,1587,1587,1794,1867,1041,1570.71428571428
1-3 Sugar Ring of Pentamannosyl 6-Phosphate,1147,1048,2240,1860,1794,1867,1041,1571
alpha-D-mannose 6-phosphate,1147,1048,2240,1860,1794,1867,1041,1571
M-Aminophenylboronic Acid,1147,1972,1721,1458,1794,1867,1041,1571.42857142857
Methacholine,1147,1827,2221,1628,1528,1608,1041,1571.42857142857
Tiagabine,1147,1972,1721,1458,1794,1867,1041,1571.42857142857
Guanosine-5'-Monophosphate,1147,1972,1520,1860,1794,1667,1041,1571.57142857142
Hydroflumethiazide,1147,1972,1599,1581,1794,1867,1041,1571.57142857142
Sulprostone,1147,1913,2024,1860,1794,1226,1041,1572.14285714285
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",1147,1091,2211,1860,1794,1867,1041,1573
Ivermectin,1147,1972,1533,1660,1794,1867,1041,1573.42857142857
Olcegepant,1147,1412,1893,1860,1794,1867,1041,1573.42857142857
Telcagepant,1147,1412,1893,1860,1794,1867,1041,1573.42857142857
CP-122721,1147,1471,2240,1860,1794,1462,1041,1573.57142857142
Fosaprepitant,1147,1471,2240,1860,1794,1462,1041,1573.57142857142
Orvepitant,1147,1471,2240,1860,1794,1462,1041,1573.57142857142
Vestipitant,1147,1471,2240,1860,1794,1462,1041,1573.57142857142
Benzthiazide,1147,1972,1571,1624,1794,1867,1041,1573.71428571428
Etalocib,1147,1752,2074,1343,1794,1867,1041,1574
Y-700,1147,1972,1893,1307,1794,1867,1041,1574.42857142857
Kynurenic Acid,1147,1972,1341,1860,1794,1867,1041,1574.57142857142
Cortivazol,1147,1077,2240,1860,1794,1867,1041,1575.14285714285
Butyrylthiocholine,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
Ethyl Dihydrogen Phosphate,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
Hexafluronium,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
Phenserine,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
Terpinen-4-ol,1147,1972,1800,1406,1794,1867,1041,1575.28571428571
Balicatib,1147,1972,2240,1860,1465,1623,732,1577
Odanacatib,1147,1972,2240,1860,1465,1623,732,1577
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,1147,1972,2240,1860,1465,1623,732,1577
Magnesium chloride,1147,1286,2105,1830,1764,1867,1041,1577.14285714285
Resorcinol,1147,1972,1813,1406,1794,1867,1041,1577.14285714285
PF-00217830,1147,1704,1943,1860,1485,1867,1041,1578.14285714285
Dinoprost Tromethamine,1147,1614,1971,1860,1794,1623,1041,1578.57142857142
Enoximone,1147,1972,1929,1860,1794,1313,1041,1579.42857142857
Voriconazole,1147,1972,1718,1860,1455,1867,1041,1580
2-Pyridinethiol,1147,1972,2240,1660,1485,1867,694,1580.71428571428
3-Amino-4-Oxybenzyl-2-Butanone,1147,1972,2240,1660,1485,1867,694,1580.71428571428
Diphenylacetic Acid,1147,1972,2240,1660,1485,1867,694,1580.71428571428
"5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole",1147,1854,1503,1860,1794,1867,1041,1580.85714285714
Diethylcarbamazine,1147,1972,1813,1860,1794,1449,1041,1582.28571428571
Cefazolin,1147,1972,1550,1860,1640,1867,1041,1582.42857142857
"N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium",1147,1364,2240,1628,1794,1867,1041,1583
Diclofenamide,1147,1972,1768,1511,1794,1867,1041,1585.71428571428
Dorzolamide,1147,1972,1768,1511,1794,1867,1041,1585.71428571428
Ethoxzolamide,1147,1972,1768,1511,1794,1867,1041,1585.71428571428
Methazolamide,1147,1972,1768,1511,1794,1867,1041,1585.71428571428
Sparfosic acid,1147,1972,1651,1628,1794,1867,1041,1585.71428571428
Carglumic Acid,1147,1972,1550,1860,1794,1739,1041,1586.14285714285
Diminazene,1147,1972,2062,1860,1154,1867,1041,1586.14285714285
N-Acetyl-L-Glutamate,1147,1972,1550,1860,1794,1739,1041,1586.14285714285
Acetohexamide,1147,1972,1949,1860,1794,1354,1041,1588.14285714285
5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,1147,1447,2161,1860,1794,1685,1041,1590.71428571428
Arsanilic acid,1147,1447,2161,1860,1794,1685,1041,1590.71428571428
Felypressin,1147,1752,2072,1860,1406,1867,1041,1592.14285714285
7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,1147,1972,2240,1860,1794,1092,1041,1592.28571428571
Eniluracil,1147,1972,1987,1343,1794,1867,1041,1593
3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,1147,1972,1988,1343,1794,1867,1041,1593.14285714285
"3,6-Dihydroxy-Xanthene-9-Propionic Acid",1147,1972,1988,1343,1794,1867,1041,1593.14285714285
Benznidazole,1147,1972,1988,1343,1794,1867,1041,1593.14285714285
Glutathionylspermidine Disulfide,1147,1972,1988,1343,1794,1867,1041,1593.14285714285
Sulfaphenazole,1147,1972,1550,1860,1715,1867,1041,1593.14285714285
10-hydroxycamptothecin,1147,1972,1860,1860,1406,1867,1041,1593.28571428571
Belotecan,1147,1972,1860,1860,1406,1867,1041,1593.28571428571
Ivabradine,1147,1972,1478,1860,1794,1867,1041,1594.14285714285
Brinzolamide,1147,1972,1768,1581,1794,1867,1041,1595.71428571428
Sparsentan,1147,1704,2179,1860,1794,1462,1041,1598.14285714285
AZD-2066,1147,1972,1540,1860,1794,1867,1041,1603
Succinyl-Coenzyme A,1147,1972,1541,1860,1794,1867,1041,1603.14285714285
Methyclothiazide,1147,1972,1891,1511,1794,1867,1041,1603.28571428571
Stiripentol,1147,1972,1603,1860,1756,1867,1041,1606.57142857142
R-Styrene Oxide,1147,1972,1569,1860,1794,1867,1041,1607.14285714285
Pantethine,1147,1614,1945,1860,1794,1867,1041,1609.71428571428
Proguanil,1147,1972,1886,1860,1517,1867,1041,1612.85714285714
Goserelin,1147,1625,2148,1860,1794,1685,1041,1614.28571428571
N-Acetylglucosamine,1147,1972,2240,1239,1794,1867,1041,1614.28571428571
Alpha-Phosphoribosylpyrophosphoric Acid,1147,1972,1620,1860,1794,1867,1041,1614.42857142857
Cefepime,1147,1972,1929,1860,1485,1867,1041,1614.42857142857
Ceftazidime,1147,1972,1929,1860,1485,1867,1041,1614.42857142857
Ceftizoxime,1147,1972,1929,1860,1485,1867,1041,1614.42857142857
Carboprost Tromethamine,1147,1633,1963,1860,1794,1867,1041,1615
Osanetant,1147,1752,1846,1860,1794,1867,1041,1615.28571428571
Cilastatin,1147,1972,1637,1860,1794,1867,1041,1616.85714285714
Isatin,1147,1972,1637,1860,1794,1867,1041,1616.85714285714
Sulfadoxine,1147,1972,1637,1860,1794,1867,1041,1616.85714285714
Tafluprost,1147,1752,1860,1860,1794,1867,1041,1617.28571428571
Travoprost,1147,1752,1860,1860,1794,1867,1041,1617.28571428571
"2,5-Anhydroglucitol-1,6-Biphosphate",1147,1972,2109,1860,1794,1408,1041,1618.71428571428
MB-07803,1147,1972,2109,1860,1794,1408,1041,1618.71428571428
Nitrofurantoin,1147,1972,1979,1787,1794,1623,1041,1620.42857142857
"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",1147,1972,1664,1860,1794,1867,1041,1620.71428571428
Tretazicar,1147,1972,1664,1860,1794,1867,1041,1620.71428571428
Nedocromil,909,1907,2164,1860,1794,1685,1041,1622.85714285714
Deanol,1147,1412,2240,1860,1794,1867,1041,1623
Propylhexedrine,1147,1412,2240,1860,1794,1867,1041,1623
Tripelennamine,1147,1840,2068,1702,1794,1769,1041,1623
Aranidipine,1147,1972,1683,1860,1794,1867,1041,1623.42857142857
"3,4-Methylenedioxyamphetamine",1147,1972,2092,1860,1794,1462,1041,1624
Etiracetam,1147,1972,2092,1860,1794,1462,1041,1624
Fenbufen,1147,1972,2092,1860,1794,1462,1041,1624
Methylenedioxyethamphetamine,1147,1972,2092,1860,1794,1462,1041,1624
Triapine,1147,1972,2092,1860,1794,1462,1041,1624
Inosinic Acid,1147,1972,1690,1860,1794,1867,1041,1624.42857142857
"3h-Indole-5,6-Diol",1147,1972,2088,1860,1406,1867,1041,1625.85714285714
Alpha-D-Fucose,1147,1972,2088,1860,1406,1867,1041,1625.85714285714
Nitrilotriacetic Acid,1147,1972,2088,1860,1406,1867,1041,1625.85714285714
Parecoxib,1147,1972,2088,1860,1406,1867,1041,1625.85714285714
Indantadol,1147,1972,1702,1860,1794,1867,1041,1626.14285714285
Isocarboxazid,1147,1972,1702,1860,1794,1867,1041,1626.14285714285
Zimelidine,1147,1972,1702,1860,1794,1867,1041,1626.14285714285
Theanine,1147,1972,2240,1860,1259,1867,1041,1626.57142857142
Trilostane,1147,1972,2240,1860,1259,1867,1041,1626.57142857142
Elubrixin,1147,1704,2219,1860,1794,1623,1041,1626.85714285714
"Heptane-1,2,3-Triol",1147,1571,2240,1728,1794,1867,1041,1626.85714285714
Heptyl 1-Thiohexopyranoside,1147,1571,2240,1728,1794,1867,1041,1626.85714285714
Hexadecanal,1147,1571,2240,1728,1794,1867,1041,1626.85714285714
3-Deoxyguanosine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
8-Iodo-Guanine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",1147,1972,2109,1860,1406,1867,1041,1628.85714285714
9-Deazainosine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
Hypoxanthine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
Peldesine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
Ribose-1-Phosphate,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
Ulodesine,1147,1972,2109,1860,1406,1867,1041,1628.85714285714
B-2-Octylglucoside,1147,1586,2240,1728,1794,1867,1041,1629
WRR-112,1147,1972,2240,1343,1794,1867,1041,1629.14285714285
WRR-99,1147,1972,2240,1343,1794,1867,1041,1629.14285714285
Nefiracetam,1147,1972,2240,1860,1794,1354,1041,1629.71428571428
(Hydroxyethyloxy)Tri(Ethyloxy)Octane,1147,1576,2240,1750,1794,1867,1041,1630.71428571428
Adefovir Dipivoxil,1147,1972,2211,1860,1352,1867,1041,1635.71428571428
Delavirdine,1147,1972,2211,1860,1352,1867,1041,1635.71428571428
Canagliflozin,1147,1972,2101,1530,1794,1867,1041,1636
Elacridar,1147,1972,2180,1860,1794,1462,1041,1636.57142857142
L-Cysteine,1147,1972,1935,1702,1794,1867,1041,1636.85714285714
Ebselen,1147,1972,2240,1530,1794,1739,1041,1637.57142857142
N-Tridecanoic Acid,1147,1972,1850,1860,1794,1818,1041,1640.28571428571
Clobazam,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
Glutethimide,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
Halazepam,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
Methyprylon,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
Prazepam,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
Quazepam,1147,1972,2240,1860,1359,1867,1041,1640.85714285714
"(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol",1147,1972,2005,1860,1605,1867,1041,1642.42857142857
Liarozole,1147,1972,2074,1860,1794,1623,1041,1644.42857142857
Bempedoic acid,1147,1570,2240,1860,1794,1867,1041,1645.57142857142
Cisatracurium besylate,1147,1972,2240,1860,1406,1867,1041,1647.57142857142
Piperazine,1147,1972,1860,1860,1794,1867,1041,1648.71428571428
Guanosine-5'-Diphosphate,1147,1972,2027,1860,1794,1725,1041,1652.28571428571
Zafirlukast,1147,1874,2237,1860,1540,1867,1041,1652.28571428571
Brotizolam,1147,1752,2107,1860,1794,1867,1041,1652.57142857142
Triazolam,1147,1752,2107,1860,1794,1867,1041,1652.57142857142
